Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Max SOC,Min SOC,Percent Idling Time,Drive Cycle,Average Speed,Maximum Speed
EV204,03/22/2023,,85.7,,,14.0833333333333,100,40,60,217.59,42.85,,,100,39.04,,,11.05,41
EV204,03/23/2023,,103.2,,,14.8166666666667,100,34,66,229.87,50.49,,,100,34,,,11.5,43.2
EV204,03/24/2023,,89,,,21.05,34.38,62,,148.25,50.74,,,100,32.7,,,62,34.38
EV204,03/25/2023,,35.4,,,4.85,,77,,73.95,41.69,,,97.19,76.65,,,13,25.3
EV204,03/26/2023,,3.2,,,0.316666666666667,,50,,7.5,43.21,,,52.39,50,,,13.45,21.7
EV204,04/25/2023,,84.8,,,12.1833333333333,100,58,42,158.2,59.44,,,100,57.48,,,12.22,45.1
EV204,04/26/2023,,86,,,12.4166666666667,100,57,43,161.94,59.56,,,100,56.47,,,12.31,37.8
EV204,04/27/2023,,85.5,,,12.2,100,63,37,141.24,69.62,,,100,62.27,,,12.78,39.7
EV204,04/28/2023,,101.6,,,14.55,100,57,43,160.53,61.5,,,100,56.65,,,12.44,43.5
EV204,04/29/2023,,0.2,,,0.0833333333333333,100,100,0,1.44,51.8,,,100,100,,,2.33,11.9
EV204,05/01/2023,,85.1,,,12.4166666666667,100,64,36,135.34,71.36,,,100,64,,,12.48,40.3
EV204,05/02/2023,,85.1,,,12.2,100,63,37,140.92,67.23,,,100,62.19,,,13.26,45.4
EV204,05/03/2023,,59.4,,,8.38333333333333,100,76,24,95.24,78.29,,,100,75.74,,,12.63,41.2
EV204,05/04/2023,,85.1,,,12.5833333333333,100,65,35,131,70.56,,,100,64.98,,,12.51,34.5
EV204,05/05/2023,,101.8,,,14.8666666666667,100,53,47,170.41,72.66,,,100,53,,,12.35,39.1
EV204,05/06/2023,,99.5,,,13.3333333333333,100,56,44,165.4,71.85,,,100,55.13,,,13.36,40.3
EV204,05/07/2023,,106.1,,,14.9333333333333,100,61,39,149.12,70.42,,,100,60.34,,,12.4,36.9
EV204,05/08/2023,,85.9,,,12.2833333333333,100,67,33,126.28,73.91,,,100,66.33,,,11.38,45.9
EV204,05/09/2023,,85.2,,,,,,,127.34,,,,,,,,,
EV204,05/10/2023,,85.2,,,,,97,,134.82,,,,97,97,,,,
EV204,05/11/2023,,86.1,,,,,,,187.62,,,,,,,,,
EV204,05/12/2023,,104.8,,,,,57,,160.78,,,,57,57,,,,
EV204,05/13/2023,,91.3,,,,,,,131.66,,,,,,,,,
EV204,05/14/2023,,0,,,,,,,0.02,,,,,,,,,
EV204,05/15/2023,,93.8,,,,,92,,153.55,,,,92,92,,,,
EV204,05/16/2023,,95.6,,,,,96,,144.38,,,,96,96,,,,
