Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer
EV034,9/16/18 9:29 AM,9/16/18 9:32 AM,0.227,0.000,0.058,0.058,83.5,82.5,1,0.452,68.72,,
EV034,9/15/18 7:07 PM,9/15/18 7:10 PM,0.226,0.000,0.047,0.047,86,85,1,0.34,68.72,,
EV034,9/15/18 6:22 PM,9/15/18 6:34 PM,0.225,0.147,0.044,0.192,88.5,86,2.5,0.761,73.4,,
EV034,9/15/18 5:54 PM,9/15/18 6:02 PM,1.769,0.019,0.114,0.133,96,90,6,3.462,76.28,,
EV034,9/15/18 5:10 PM,9/15/18 5:40 PM,2.122,0.239,0.258,0.497,52.5,93,-40.5,5.349,79.16,,
EV034,9/15/18 1:56 PM,9/15/18 4:50 PM,41.615,0.675,2.219,2.894,98.5,53,45.5,86.875,83.12,,
EV034,9/15/18 9:44 AM,9/15/18 1:38 PM,55.471,0.878,3.014,3.892,100,55,45,110.734,77,,
EV034,9/15/18 7:41 AM,9/15/18 9:31 AM,25.879,0.508,1.333,1.842,90,63,27,48.856,63.32,,
EV034,9/14/18 3:52 PM,9/14/18 3:55 PM,0.19,0.008,0.036,0.044,95,94,1,0.365,86.72,,
EV034,9/14/18 7:46 AM,9/14/18 7:47 AM,0.125,0.000,0.025,0.025,99,97,2,0.295,57.56,,
EV034,9/13/18 7:21 PM,9/13/18 7:31 PM,0.216,0.117,0.053,0.169,100,98.5,1.5,0.578,70.16,,
EV034,9/13/18 7:34 AM,9/13/18 6:55 PM,155.989,3.169,8.192,11.361,100,93.5,6.5,323.704,67.64,,
EV034,9/13/18 5:57 AM,9/13/18 7:23 AM,25.483,0.261,1.186,1.447,80,57.5,22.5,51.008,61.52,,
EV034,9/12/18 9:21 PM,9/12/18 9:24 PM,0.157,0.019,0.039,0.058,84,82.5,1.5,0.37,66.56,,
EV034,9/12/18 6:33 PM,9/12/18 6:35 PM,0.18,0.000,0.036,0.036,86,85,1,0.326,69.8,,
EV034,9/12/18 4:36 PM,9/12/18 4:40 PM,0.211,0.006,0.067,0.072,88,85.5,2.5,0.512,78.8,,
EV034,9/11/18 4:04 PM,9/11/18 4:08 PM,0.219,0.017,0.053,0.069,90.5,88,2.5,0.493,101.48,,
EV034,9/10/18 11:26 PM,9/10/18 11:31 PM,0.361,0.017,0.061,0.078,91.5,90,1.5,0.616,66.92,,
EV034,9/10/18 8:12 PM,9/10/18 8:25 PM,0.141,0.131,0.086,0.217,94.5,91.5,3,0.659,75.56,,
EV034,9/10/18 6:35 PM,9/10/18 7:40 PM,16.82,0.272,0.808,1.081,96.5,87.5,9,36.811,84.56,,
EV034,9/10/18 2:47 PM,9/10/18 6:15 PM,48.987,0.992,2.483,3.475,86.5,51.5,35,114.121,94.28,,
EV034,9/10/18 2:17 PM,9/10/18 2:37 PM,6.484,0.022,0.300,0.322,99.5,88.5,11,13.44,93.92,,
EV034,9/10/18 12:15 PM,9/10/18 2:06 PM,27.748,0.528,1.322,1.850,99,55.5,43.5,59.731,89.6,,
EV034,9/10/18 10:16 AM,9/10/18 12:03 PM,27.4,0.344,1.439,1.783,98.5,64.5,34,58.667,81.68,,
EV034,9/10/18 5:42 AM,9/10/18 10:03 AM,65.514,1.133,3.225,4.358,100,72,28,136.783,66.56,,
EV034,9/8/18 4:18 PM,9/8/18 7:19 PM,44.79,1.022,1.989,3.011,99,100,-1,91.754,91.04,,
EV034,9/8/18 3:21 PM,9/8/18 4:06 PM,13.747,0.103,0.644,0.747,100,60,40,28.831,99.32,,
EV034,9/8/18 1:12 PM,9/8/18 3:06 PM,27.54,0.547,1.339,1.886,99,56,43,60.943,97.52,,
EV034,9/8/18 12:08 PM,9/8/18 1:00 PM,13.785,0.186,0.683,0.869,98.5,51.5,47,29.861,92.48,,
EV034,9/8/18 11:48 AM,9/8/18 11:55 AM,2.489,0.000,0.117,0.117,82.5,73.5,9,5.588,96.44,,
EV034,9/7/18 3:45 PM,9/7/18 3:49 PM,0.227,0.011,0.047,0.058,87,85,2,0.445,108.68,,
EV034,9/7/18 7:58 AM,9/7/18 8:00 AM,0.172,0.000,0.031,0.031,88,86.5,1.5,0.371,63.32,,
EV034,9/6/18 11:30 PM,9/6/18 11:37 PM,0.332,0.056,0.069,0.125,89.5,87.5,2,0.761,66.92,,
EV034,9/6/18 6:49 PM,9/6/18 6:56 PM,0.185,0.067,0.056,0.122,97,93.5,3.5,0.57,86.36,,
EV034,9/6/18 6:14 PM,9/6/18 6:15 PM,0.119,0.000,0.028,0.028,98,97,1,0.193,88.52,,
EV034,9/6/18 3:47 PM,9/6/18 3:50 PM,0.228,0.011,0.044,0.056,100,98,2,0.513,98.6,,
EV034,9/5/18 7:30 PM,9/5/18 7:40 PM,0.229,0.108,0.061,0.169,100,100,0,0.746,73.04,,
EV034,9/5/18 5:08 PM,9/5/18 6:53 PM,24.146,0.556,1.208,1.764,87,94.5,-7.5,50.18,85.28,,
EV034,9/5/18 4:36 PM,9/5/18 4:57 PM,6.548,0.053,0.292,0.344,100,88,12,12.999,87.8,,
EV034,9/5/18 5:57 AM,9/5/18 4:25 PM,151.404,2.878,7.594,10.472,87.5,54,33.5,313.771,73.04,,
EV034,9/4/18 3:50 PM,9/4/18 3:55 PM,0.267,0.022,0.067,0.089,92,89,3,0.591,102.2,,
EV034,9/1/18 7:16 PM,9/1/18 7:35 PM,0.189,0.272,0.047,0.319,98.5,93.5,5,0.991,82.4,,
EV034,9/1/18 5:57 PM,9/1/18 7:06 PM,16.279,0.208,0.939,1.147,97,89.5,7.5,31.906,85.64,,
EV034,9/1/18 3:50 PM,9/1/18 5:42 PM,27.288,0.375,1.486,1.861,100,51.5,48.5,54.278,92.12,,
EV034,9/1/18 7:43 AM,9/1/18 3:38 PM,108.695,2.303,5.619,7.922,96,55,41,225.745,78.8,,
EV034,8/30/18 4:55 PM,8/30/18 6:08 PM,16.404,0.397,0.831,1.228,99.5,95,4.5,35.262,82.04,,
EV034,8/30/18 2:02 PM,8/30/18 4:43 PM,41.292,0.553,2.142,2.694,99.5,56.5,43,87.318,83.48,,
EV034,8/30/18 8:05 AM,8/30/18 1:49 PM,82.866,1.517,4.208,5.725,99.5,61.5,38,167.4,74.12,,
EV034,8/30/18 7:01 AM,8/30/18 7:50 AM,13.815,0.108,0.719,0.828,99.5,65,34.5,28.605,61.52,,
EV034,8/30/18 5:42 AM,8/30/18 6:49 AM,16.11,0.219,0.889,1.108,86,64.5,21.5,32.487,57.56,,
EV034,8/28/18 4:56 PM,8/28/18 6:29 PM,16.653,0.708,0.839,1.547,97,94,3,37.393,80.6,,
EV034,8/28/18 4:56 PM,8/28/18 6:29 PM,16.661,0.708,0.842,1.550,97,94,3,37.415,80.6,,
EV034,8/28/18 12:51 PM,8/28/18 4:42 PM,56.769,0.931,2.922,3.853,96.5,48,48.5,129.064,83.12,,
EV034,8/28/18 11:32 AM,8/28/18 12:31 PM,17.34,0.306,0.681,0.986,89.5,44,45.5,33.468,84.92,,
EV034,8/24/18 5:45 AM,8/24/18 6:15 PM,179.104,2.978,9.531,12.508,100,94,6,353.912,67.28,,
EV034,8/23/18 5:49 PM,8/23/18 6:57 PM,17.364,0.281,0.858,1.139,99,94.5,4.5,38.079,78.44,,
EV034,8/23/18 4:40 PM,8/23/18 5:37 PM,14.515,0.206,0.744,0.950,98.5,54.5,44,33.439,83.84,,
EV034,8/23/18 8:37 AM,8/23/18 4:26 PM,115.317,1.808,6.011,7.819,100,58.5,41.5,227.892,76.28,,
EV034,8/23/18 5:53 AM,8/23/18 8:26 AM,41.034,0.472,2.081,2.553,100,67.5,32.5,85.9,59.36,,
EV034,8/22/18 5:45 PM,8/22/18 6:52 PM,17.03,0.281,0.831,1.111,99.5,95.5,4,35.508,80.96,,
EV034,8/22/18 9:03 AM,8/22/18 5:34 PM,123.197,2.233,6.272,8.506,88,55,33,260.52,77,,
EV034,8/22/18 5:54 AM,8/22/18 8:52 AM,47.619,0.783,2.189,2.972,100,88.5,11.5,98.963,62.24,,
EV034,8/21/18 5:11 PM,8/21/18 6:53 PM,24.632,0.494,1.214,1.708,86,94,-8,52.133,79.88,,
EV034,8/21/18 9:36 AM,8/21/18 4:25 PM,100.968,1.656,5.161,6.817,99.5,57.5,42,205.421,77.72,,
EV034,8/21/18 5:57 AM,8/21/18 9:26 AM,54.673,0.783,2.700,3.483,100,72.5,27.5,118.999,60.8,,
EV034,8/20/18 11:39 AM,8/20/18 6:36 PM,100.55,1.736,5.208,6.944,100,55,45,209.806,84.92,,
EV034,8/20/18 9:34 AM,8/20/18 11:28 AM,29.229,0.439,1.467,1.906,99,55.5,43.5,62.86,78.8,,
EV034,8/20/18 8:01 AM,8/20/18 9:23 AM,16.925,0.439,0.936,1.375,100,53,47,35.696,68.36,,
EV034,8/19/18 6:00 PM,8/19/18 7:04 PM,17.16,0.239,0.822,1.061,98,94,4,36.234,92.84,,
EV034,8/19/18 4:58 PM,8/19/18 5:45 PM,14.411,0.097,0.689,0.786,98,54,44,31.605,98.96,,
EV034,8/19/18 3:56 PM,8/19/18 4:44 PM,14.465,0.053,0.747,0.800,99,57.5,41.5,28.997,102.2,,
EV034,8/19/18 12:42 PM,8/19/18 3:44 PM,44.135,0.758,2.278,3.036,99.5,55,44.5,94.948,99.32,,
EV034,8/19/18 10:42 AM,8/19/18 12:28 PM,28.629,0.347,1.425,1.772,100,56,44,61.056,90.32,,
EV034,8/19/18 7:42 AM,8/19/18 10:30 AM,41.382,0.753,2.047,2.800,98,58,40,85.333,73.76,,
EV034,8/18/18 2:54 PM,8/18/18 7:01 PM,60.114,0.842,3.269,4.111,98,91.5,6.5,124.387,100.4,,
EV034,8/18/18 12:51 PM,8/18/18 2:40 PM,28.616,0.378,1.436,1.814,99,50,49,61.32,100.04,,
EV034,8/18/18 11:49 AM,8/18/18 12:38 PM,14.341,0.092,0.714,0.806,100,56.5,43.5,31.62,95.72,,
EV034,8/18/18 10:49 AM,8/18/18 11:34 AM,14.293,0.081,0.664,0.744,99,55.5,43.5,31.012,91.76,,
EV034,8/18/18 8:45 AM,8/18/18 10:33 AM,28.794,0.325,1.464,1.789,98.5,52.5,46,59.373,83.48,,
EV034,8/18/18 7:39 AM,8/18/18 8:32 AM,13.115,0.242,0.633,0.875,91.5,52,39.5,26.451,71.96,,
EV034,8/17/18 6:31 PM,8/17/18 7:20 PM,14.265,0.139,0.675,0.814,96.5,51.5,45,29.314,93.92,,
EV034,8/17/18 2:18 PM,8/17/18 6:19 PM,57.737,1.150,2.861,4.011,95.5,48.5,47,136.143,99.32,,
EV034,8/17/18 5:48 AM,8/17/18 2:05 PM,127.858,1.897,6.394,8.292,100,47.5,52.5,255.32,79.16,,
EV034,8/16/18 4:40 PM,8/16/18 7:04 PM,30.471,0.928,1.478,2.406,98.5,100,-1.5,65.388,93.56,,
EV034,8/16/18 11:02 AM,8/16/18 4:27 PM,76.852,1.453,3.967,5.419,83.5,54,29.5,154.024,92.12,,
EV034,8/16/18 9:35 AM,8/16/18 10:50 AM,20.494,0.286,0.972,1.258,100,85.5,14.5,40.343,78.44,,
EV034,8/16/18 8:02 AM,8/16/18 9:24 AM,21.246,0.342,1.022,1.364,89.5,57,32.5,44.921,69.8,,
EV034,8/16/18 5:54 AM,8/16/18 7:23 AM,25.496,0.389,1.092,1.481,100,63,37,52.159,62.24,,
EV034,8/12/18 5:22 PM,8/12/18 6:50 PM,26.374,0.303,1.164,1.467,98.5,76,22.5,50.722,96.44,,
EV034,8/12/18 4:18 PM,8/12/18 5:09 PM,13.736,0.153,0.700,0.853,98.5,59,39.5,25.92,101.12,,
EV034,8/12/18 1:14 PM,8/12/18 4:04 PM,41.482,0.733,2.111,2.844,99,62,37,79.485,101.84,,
EV034,8/12/18 11:12 AM,8/12/18 1:01 PM,27.562,0.425,1.392,1.817,100,59,41,55.582,96.08,,
EV034,8/12/18 9:10 AM,8/12/18 11:01 AM,28.096,0.517,1.331,1.847,100,56,44,58.728,84.92,,
EV034,8/12/18 8:19 AM,8/12/18 8:57 AM,13.167,0.056,0.569,0.625,100,55,45,26.051,77.36,,
EV034,8/11/18 5:51 PM,8/11/18 6:42 PM,13.815,0.119,0.725,0.844,98.5,57.5,41,25.605,94.64,,
EV034,8/11/18 4:55 PM,8/11/18 5:39 PM,13.722,0.069,0.675,0.744,99.5,62.5,37,26.663,100.04,,
EV034,8/11/18 3:47 PM,8/11/18 4:44 PM,14.044,0.214,0.733,0.947,98.5,56.5,42,28.673,104,,
EV034,8/11/18 2:52 PM,8/11/18 3:35 PM,13.698,0.064,0.661,0.725,99,54,45,27.749,105.44,,
EV034,8/11/18 11:53 AM,8/11/18 2:39 PM,41.101,0.653,2.108,2.761,98,28,70,87.542,101.84,,
EV034,8/11/18 7:44 AM,8/11/18 11:34 AM,53.699,0.967,2.856,3.822,92,43,49,108.954,83.84,,
EV034,8/10/18 5:44 PM,8/10/18 6:51 PM,16.389,0.333,0.781,1.114,99,92.5,6.5,35.704,96.44,,
EV034,8/10/18 5:56 AM,8/10/18 4:57 PM,155.853,3.364,7.653,11.017,78.5,86,-7.5,319.236,82.04,,
EV034,8/9/18 4:56 PM,8/9/18 6:08 PM,15.999,0.306,0.894,1.200,97,83,14,29.578,102.2,,
EV034,8/9/18 2:22 PM,8/9/18 4:44 PM,34.975,0.572,1.783,2.356,62,51,11,70.175,105.44,,
EV034,8/9/18 11:57 AM,8/9/18 1:07 PM,16.556,0.311,0.853,1.164,100,91,9,36.542,96.44,,
EV034,8/9/18 10:56 AM,8/9/18 11:46 AM,13.97,0.147,0.675,0.822,100,57.5,42.5,30.37,90.68,,
EV034,8/9/18 5:44 AM,8/9/18 10:45 AM,71.576,1.417,3.600,5.017,94,62.5,31.5,148.665,73.76,,
EV034,8/7/18 5:45 PM,8/7/18 6:49 PM,16.409,0.311,0.747,1.058,99,94,5,33.139,89.6,,
EV034,8/7/18 5:58 AM,8/7/18 4:26 PM,150.202,2.911,7.556,10.467,96,52,44,306.426,77.36,,
EV034,8/6/18 5:00 PM,8/6/18 6:42 PM,28.194,0.336,1.364,1.700,99.5,52.5,47,62.669,93.92,,
EV034,8/6/18 12:56 PM,8/6/18 4:46 PM,55.337,0.858,2.981,3.839,99.5,53,46.5,117.555,94.64,,
EV034,8/6/18 5:39 AM,8/6/18 12:46 PM,99.477,1.892,5.222,7.114,89.5,55.5,34,208.408,75.2,,
EV034,8/3/18 12:56 PM,8/3/18 6:30 PM,71.463,1.689,3.883,5.572,100,90.5,9.5,154.389,85.28,,
EV034,8/3/18 5:40 AM,8/3/18 12:45 PM,98.771,2.025,5.058,7.083,78,56.5,21.5,204.205,73.4,,
EV034,8/1/18 6:33 PM,8/1/18 7:32 PM,16.62,0.225,0.761,0.986,94.5,87,7.5,38.474,90.68,,
EV034,8/1/18 2:49 PM,8/1/18 5:10 PM,35.183,0.631,1.717,2.347,72.5,29,43.5,83.433,100.4,,
EV034,8/1/18 9:25 AM,8/1/18 2:04 PM,68.581,1.092,3.556,4.647,99.5,43,56.5,138.081,88.16,,
EV034,8/1/18 5:36 AM,8/1/18 9:14 AM,55.105,0.811,2.828,3.639,91,55.5,35.5,100.88,69.8,,
EV034,7/31/18 6:30 AM,7/31/18 7:22 AM,13.869,0.214,0.647,0.861,56.5,30,26.5,27.396,66.56,,
EV034,7/31/18 5:42 AM,7/31/18 6:18 AM,12.308,0.053,0.561,0.614,86,55.5,30.5,19.94,65.12,,
EV034,7/30/18 6:31 PM,7/30/18 7:39 PM,16.442,0.400,0.736,1.136,96.5,89,7.5,38.641,93.2,,
EV034,7/30/18 2:48 PM,7/30/18 5:07 PM,35.244,0.614,1.697,2.311,76.5,30.5,46,82.809,97.52,,
EV034,7/30/18 1:14 PM,7/30/18 2:02 PM,14.032,0.147,0.661,0.808,98.5,51,47.5,30.214,91.76,,
EV034,7/30/18 9:26 AM,7/30/18 1:03 PM,49.897,0.856,2.764,3.619,76,37,39,96.713,84.2,,
EV034,7/30/18 5:38 AM,7/30/18 8:44 AM,47.926,0.589,2.511,3.100,91,79,12,83.19,66.92,,
EV034,7/27/18 6:34 PM,7/27/18 7:35 PM,16.356,0.206,0.814,1.019,95.5,93,2.5,35.301,93.92,,
EV034,7/27/18 11:41 AM,7/27/18 5:36 PM,83.075,1.819,4.103,5.922,86,82.5,3.5,176.564,96.44,,
EV034,7/27/18 10:42 AM,7/27/18 11:28 AM,13.781,0.167,0.608,0.775,86.5,81,5.5,28.818,88.52,,
EV034,7/27/18 7:43 AM,7/27/18 10:02 AM,35.037,0.694,1.614,2.308,79,54,25,74.545,73.4,,
EV034,7/27/18 6:46 AM,7/27/18 7:32 AM,13.801,0.158,0.611,0.769,63,81,-18,28.729,65.48,,
EV034,7/27/18 5:43 AM,7/27/18 6:35 AM,18.42,0.158,0.719,0.878,95.5,62.5,33,32.681,62.96,,
EV034,7/26/18 6:30 PM,7/26/18 7:18 PM,13.692,0.114,0.686,0.800,96.5,57,39.5,28.551,96.8,,
EV034,7/26/18 2:47 PM,7/26/18 5:34 PM,40.994,0.836,1.947,2.783,84,85.5,-1.5,87.529,105.44,,
EV034,7/26/18 11:15 AM,7/26/18 2:04 PM,41.259,0.789,2.033,2.822,100,54.5,45.5,87.866,96.8,,
EV034,7/26/18 10:13 AM,7/26/18 11:04 AM,13.731,0.169,0.681,0.850,100,58,42,31.24,87.8,,
EV034,7/26/18 7:43 AM,7/26/18 9:28 AM,27.759,0.481,1.275,1.756,81,82.5,-1.5,58.313,76.64,,
EV034,7/26/18 6:43 AM,7/26/18 7:30 AM,13.747,0.164,0.614,0.778,90.5,83.5,7,28.965,68,,
EV034,7/26/18 5:43 AM,7/26/18 6:33 AM,18.478,0.156,0.678,0.833,90.5,86,4.5,33.643,66.92,,
EV034,7/25/18 4:57 PM,7/25/18 6:08 PM,16.343,0.258,0.917,1.175,98,92.5,5.5,31.618,102.56,,
EV034,7/25/18 7:20 AM,7/25/18 4:46 PM,131.878,2.919,6.503,9.422,79,53,26,286.123,88.16,,
EV034,7/25/18 5:43 AM,7/25/18 7:08 AM,22.549,0.336,1.083,1.419,92,78.5,13.5,45.142,68.36,,
EV034,7/23/18 5:01 PM,7/23/18 6:09 PM,16.87,0.269,0.867,1.136,97,91,6,34.695,98.24,,
EV034,7/23/18 3:56 PM,7/23/18 4:44 PM,13.677,0.100,0.700,0.800,97.5,53.5,44,25.832,101.48,,
EV034,7/23/18 11:59 AM,7/23/18 3:45 PM,55.418,0.914,2.858,3.772,100,29,71,122.042,96.8,,
EV034,7/23/18 5:44 AM,7/23/18 11:49 AM,85.202,1.444,4.631,6.075,100,60.5,39.5,167.861,78.08,,
EV034,7/21/18 3:50 PM,7/21/18 6:42 PM,41.264,0.811,2.053,2.864,99,55,44,87.607,93.56,,
EV034,7/21/18 2:51 PM,7/21/18 3:38 PM,13.681,0.078,0.703,0.781,97,55,42,27.33,97.16,,
EV034,7/21/18 12:48 PM,7/21/18 2:33 PM,27.645,0.364,1.386,1.750,99,65.5,33.5,53.494,97.16,,
EV034,7/21/18 10:48 AM,7/21/18 12:36 PM,28.719,0.325,1.478,1.803,100,53,47,63.976,89.6,,
EV034,7/21/18 8:37 AM,7/21/18 10:36 AM,27.451,0.547,1.436,1.983,99.5,55,44.5,52.72,79.52,,
EV034,7/20/18 4:59 PM,7/20/18 5:47 PM,13.437,0.114,0.681,0.794,98,57.5,40.5,27.378,98.24,,
EV034,7/20/18 10:54 AM,7/20/18 4:45 PM,82.613,1.572,4.281,5.853,99,54,45,181.544,91.4,,
EV034,7/20/18 7:17 AM,7/20/18 10:43 AM,48.404,1.053,2.386,3.439,82.5,67,15.5,98.969,74.12,,
EV034,7/20/18 5:42 AM,7/20/18 7:06 AM,22.486,0.336,1.058,1.394,95.5,77.5,18,43.182,66.2,,
EV034,7/18/18 4:59 PM,7/18/18 5:47 PM,13.608,0.153,0.653,0.806,98.5,58,40.5,27.561,103.28,,
EV034,7/18/18 7:19 AM,7/18/18 4:45 PM,130.753,2.839,6.592,9.431,76.5,57.5,19,275.186,86.36,,
EV034,7/18/18 5:43 AM,7/18/18 7:08 AM,22.479,0.311,1.106,1.417,92.5,77.5,15,42.127,64.76,,
EV034,7/16/18 4:57 PM,7/16/18 6:05 PM,16.3,0.353,0.778,1.131,98.5,94,4.5,35.743,98.24,,
EV034,7/16/18 5:41 AM,7/16/18 4:44 PM,153.376,3.006,8.056,11.061,98.5,56,42.5,310.563,79.88,,
EV034,7/14/18 5:47 PM,7/14/18 6:52 PM,16.311,0.275,0.808,1.083,100,94,6,34.556,92.84,,
EV034,7/14/18 4:48 PM,7/14/18 5:35 PM,13.728,0.089,0.692,0.781,100,58,42,29.096,97.88,,
EV034,7/14/18 2:48 PM,7/14/18 4:37 PM,27.395,0.422,1.394,1.817,99,57.5,41.5,57.114,99.68,,
EV034,7/14/18 1:47 PM,7/14/18 2:37 PM,13.734,0.136,0.703,0.839,99,60.5,38.5,27.226,97.88,,
EV034,7/14/18 12:47 PM,7/14/18 1:35 PM,13.763,0.111,0.686,0.797,99.5,57.5,42,27.478,95,,
EV034,7/14/18 7:59 AM,7/14/18 12:29 PM,62.763,1.267,3.231,4.497,71,59.5,11.5,123.687,85.28,,
EV034,7/13/18 6:30 PM,7/13/18 7:37 PM,16.268,0.308,0.806,1.114,97.5,92,5.5,34.792,91.04,,
EV034,7/13/18 2:17 PM,7/13/18 5:35 PM,47.898,0.858,2.450,3.308,98,54.5,43.5,105.217,98.24,,
EV034,7/13/18 11:17 AM,7/13/18 2:03 PM,41.381,0.731,2.044,2.775,100,50,50,88.242,90.68,,
EV034,7/13/18 7:46 AM,7/13/18 9:29 AM,27.501,0.397,1.314,1.711,75,80,-5,57.073,75.56,,
EV034,7/13/18 6:46 AM,7/13/18 7:33 AM,13.709,0.150,0.633,0.783,87,74.5,12.5,28.371,72.68,,
EV034,7/13/18 5:38 AM,7/13/18 6:35 AM,18.49,0.219,0.731,0.950,94.5,80,14.5,34.97,71.96,,
EV034,7/11/18 6:31 PM,7/11/18 7:37 PM,16.307,0.292,0.800,1.092,96,93,3,35.315,93.56,,
EV034,7/11/18 2:48 PM,7/11/18 5:35 PM,41.595,0.753,2.042,2.794,81.5,82,-0.5,94.877,100.4,,
