Vehicle ID,Fleet ID,Model Year,Initial Service Year,Data Collection Start,Data Collection End,Model Name,Manufacturer,Weight Class,Curb Weight,Capital Cost,Nominal Range,Nominal Efficiency,Peak Power,Peak Torque,Towing Capacity,Battery Chemistry,Rated Energy,Fuel Fired Heater?,Max Charge Rate,Charge Connector,Total Fleet Size,% Electrified,State,Region,Body Style,Sector,Vocation,Vehicle Platform,Fleet Type,Data Collection Method,Filename,Actual Filename
EV063,Fleet10,2019,2019,1/28/2021,7/1/2022,Vision Electric,Bluebird Electric,8,,,120,,315,2400,,Lithium-ion,155,FALSE,350,,Medium,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev063.fleet10.2019.bluebirdelectric.8.155.350.ca.ptr.psc.sch.geo.csv,vehicle.ev063.fleet10.2019.bluebirdelectric.8.155.350.ca.ptr.psc.sch.geo.csv
EV064,Fleet10,2019,2019,2/9/2021,6/30/2022,Vision Electric,Bluebird Electric,8,,,120,,315,2400,,Lithium-ion,155,FALSE,350,,Medium,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev064.fleet10.2019.bluebirdelectric.8.155.350.ca.ptr.psc.sch.geo.csv,vehicle.ev064.fleet10.2019.bluebirdelectric.8.155.350.ca.ptr.psc.sch.geo.csv
EV065,Fleet28,2021,,,,,New Flyer,8,,,,,,,,,388,FALSE,450,,,,MT,Rocky Mountain,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(VIR) ViriCiti,vehicle.ev065.fleet28.2021.newflyer.8.388.450.mt.ptr.ptr.tra.vir.csv,
EV066,Fleet28,2021,,,,,New Flyer,8,,,,,,,,,388,FALSE,450,,,,MT,Rocky Mountain,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(VIR) ViriCiti,vehicle.ev066.fleet28.2021.newflyer.8.388.450.mt.ptr.ptr.tra.vir.csv,
EV067,Fleet10,,,,,,,8,,,,,,,,,,FALSE,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev067.fleet10...8...ca.ptr.psc.sch.geo.csv,
EV068,Fleet10,,,,,,,8,,,,,,,,,,FALSE,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev068.fleet10...8...ca.ptr.psc.sch.geo.csv,
EV069,Fleet11,2019,2019,01/02/20,02/28/22,XE40,New Flyer,8,,,225,,,,,Lithium-ion,440,TRUE,150,,Medium,,CO,Rocky Mountain,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(PRO) Proprietary,vehicle.ev069.fleet11.2019.newflyer.8.440.150.co.ptr.ptr.tra.pro.csv,vehicle.ev069.fleet11.2019.newflyer.8.440.150.co.ptr.ptr.tra.pro.csv
EV070,Fleet11,2019,2019,01/21/20,02/28/22,XE40,New Flyer,8,,,225,,,,,Lithium-ion,440,TRUE,150,,Medium,,CO,Rocky Mountain,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(PRO) Proprietary,vehicle.ev070.fleet11.2019.newflyer.8.440.150.co.ptr.ptr.tra.pro.csv,vehicle.ev070.fleet11.2019.newflyer.8.440.150.co.ptr.ptr.tra.pro.csv
EV071,Fleet11,2019,2019,01/20/20,12/27/21,XE40,New Flyer,8,,,225,,,,,Lithium-ion,440,TRUE,150,,Medium,,CO,Rocky Mountain,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(PRO) Proprietary,vehicle.ev071.fleet11.2019.newflyer.8.440.150.co.ptr.ptr.tra.pro.csv,vehicle.ev071.fleet11.2019.newflyer.8.440.150.co.ptr.ptr.tra.pro.csv
EV072,Fleet11,2019,2019,01/01/20,02/28/22,XE40,New Flyer,8,,,225,,,,,Lithium-ion,440,TRUE,150,,Medium,,CO,Rocky Mountain,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(PRO) Proprietary,vehicle.ev072.fleet11.2019.newflyer.8.440.150.co.ptr.ptr.tra.pro.csv,vehicle.ev072.fleet11.2019.newflyer.8.440.150.co.ptr.ptr.tra.pro.csv
EV073,Fleet11,2019,2019,01/01/20,02/27/21,XE40,New Flyer,8,,,225,,,,,Lithium-ion,440,TRUE,150,,Medium,,CO,Rocky Mountain,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(PRO) Proprietary,vehicle.ev073.fleet11.2019.newflyer.8.440.150.co.ptr.ptr.tra.pro.csv,vehicle.ev073.fleet11.2019.newflyer.8.440.150.co.ptr.ptr.tra.pro.csv
EV074,Fleet11,2019,2019,01/01/20,02/28/21,XE40,New Flyer,8,,,225,,,,,Lithium-ion,440,TRUE,150,,Medium,,CO,Rocky Mountain,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(PRO) Proprietary,vehicle.ev074.fleet11.2019.newflyer.8.440.150.co.ptr.ptr.tra.pro.csv,vehicle.ev074.fleet11.2019.newflyer.8.440.150.co.ptr.ptr.tra.pro.csv
EV075,Fleet11,2019,2019,01/01/20,02/28/22,XE40,New Flyer,8,,,225,,,,,Lithium-ion,440,TRUE,150,,Medium,,CO,Rocky Mountain,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(PRO) Proprietary,vehicle.ev075.fleet11.2019.newflyer.8.440.150.co.ptr.ptr.tra.pro.csv,vehicle.ev075.fleet11.2019.newflyer.8.440.150.co.ptr.ptr.tra.pro.csv
EV076,Fleet11,2019,2019,01/01/20,02/28/22,XE40,New Flyer,8,,,225,,,,,Lithium-ion,440,TRUE,150,,Medium,,CO,Rocky Mountain,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(PRO) Proprietary,vehicle.ev076.fleet11.2019.newflyer.8.440.150.co.ptr.ptr.tra.pro.csv,vehicle.ev076.fleet11.2019.newflyer.8.440.150.co.ptr.ptr.tra.pro.csv
EV077,Fleet12,2019,2019,05/01/19,01/10/20,,Motiv,4,,,75,,,,,Sodium Nickel,85,FALSE,19,Meltric,Large,,CA,West Coast,(SWV) Step/Walk-in Van,(FRG) Freight,"(FLO) Freight, Local",(MDV) Medium-Duty Step Van,(GUS) Government: U.S.,(VIR) Viriciti,vehicle.ev077.fleet12.2019.motiv.4.85.19.ca.frg.flo.mdv.vir.csv,
EV078,Fleet12,2019,2019,05/01/19,01/10/20,,Motiv,4,,,75,,,,,Sodium Nickel,85,FALSE,19,Meltric,Large,,CA,West Coast,(SWV) Step/Walk-in Van,(FRG) Freight,"(FLO) Freight, Local",(MDV) Medium-Duty Step Van,(GUS) Government: U.S.,(VIR) Viriciti,vehicle.ev078.fleet12.2019.motiv.4.85.19.ca.frg.flo.mdv.vir.csv,
EV079,Fleet12,2019,2019,05/01/19,01/10/20,,Motiv,4,,,75,,,,,Sodium Nickel,85,FALSE,19,Meltric,Large,,CA,West Coast,(SWV) Step/Walk-in Van,(FRG) Freight,"(FLO) Freight, Local",(MDV) Medium-Duty Step Van,(GUS) Government: U.S.,(VIR) Viriciti,vehicle.ev079.fleet12.2019.motiv.4.85.19.ca.frg.flo.mdv.vir.csv,
EV080,Fleet12,2019,2019,05/01/19,01/10/20,,Motiv,4,,,75,,,,,Sodium Nickel,85,FALSE,19,Meltric,Large,,CA,West Coast,(SWV) Step/Walk-in Van,(FRG) Freight,"(FLO) Freight, Local",(MDV) Medium-Duty Step Van,(GUS) Government: U.S.,(VIR) Viriciti,vehicle.ev080.fleet12.2019.motiv.4.85.19.ca.frg.flo.mdv.vir.csv,
EV081,Fleet12,2019,2019,05/01/19,01/10/20,,Motiv,4,,,75,,,,,Sodium Nickel,85,FALSE,19,Meltric,Large,,CA,West Coast,(SWV) Step/Walk-in Van,(FRG) Freight,"(FLO) Freight, Local",(MDV) Medium-Duty Step Van,(GUS) Government: U.S.,(VIR) Viriciti,vehicle.ev081.fleet12.2019.motiv.4.85.19.ca.frg.flo.mdv.vir.csv,
EV082,Fleet12,2019,2019,05/01/19,11/30/20,,Cummins,4,,,75,,,,,Lithium-ion,100,FALSE,15,J1772,Large,,CA,West Coast,(SWV) Step/Walk-in Van,(FRG) Freight,"(FLO) Freight, Local",(MDV) Medium-Duty Step Van,(GUS) Government: U.S.,(FLE) Fleet Karma,vehicle.ev082.fleet12.2019.cummins.4.100.15.ca.frg.flo.mdv.fle.csv,
EV083,Fleet12,2019,2019,05/01/19,11/30/20,,Cummins,4,,,75,,,,,Lithium-ion,100,FALSE,15,J1772,Large,,CA,West Coast,(SWV) Step/Walk-in Van,(FRG) Freight,"(FLO) Freight, Local",(MDV) Medium-Duty Step Van,(GUS) Government: U.S.,(FLE) Fleet Karma,vehicle.ev083.fleet12.2019.cummins.4.100.15.ca.frg.flo.mdv.fle.csv,
EV084,Fleet12,2019,2019,05/01/19,11/30/20,,Cummins,4,,,75,,,,,Lithium-ion,100,FALSE,15,J1772,Large,,CA,West Coast,(SWV) Step/Walk-in Van,(FRG) Freight,"(FLO) Freight, Local",(MDV) Medium-Duty Step Van,(GUS) Government: U.S.,(FLE) Fleet Karma,vehicle.ev084.fleet12.2019.cummins.4.100.15.ca.frg.flo.mdv.fle.csv,
EV085,Fleet12,2019,2019,05/01/19,11/30/20,,Cummins,4,,,75,,,,,Lithium-ion,100,FALSE,15,J1772,Large,,CA,West Coast,(SWV) Step/Walk-in Van,(FRG) Freight,"(FLO) Freight, Local",(MDV) Medium-Duty Step Van,(GUS) Government: U.S.,(FLE) Fleet Karma,vehicle.ev085.fleet12.2019.cummins.4.100.15.ca.frg.flo.mdv.fle.csv,
EV086,Fleet12,2019,2019,05/01/19,11/30/20,,Cummins,4,,,75,,,,,Lithium-ion,100,FALSE,15,J1772,Large,,CA,West Coast,(SWV) Step/Walk-in Van,(FRG) Freight,"(FLO) Freight, Local",(MDV) Medium-Duty Step Van,(GUS) Government: U.S.,(FLE) Fleet Karma,vehicle.ev086.fleet12.2019.cummins.4.100.15.ca.frg.flo.mdv.fle.csv,
EV087,Fleet13,2019,2019,05/01/20,05/31/21,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev087.fleet13.2019.orangeev.8.160..ca.frg.nin.ydt.pro.csv,
EV088,Fleet13,2019,2019,05/01/20,05/31/21,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev088.fleet13.2019.orangeev.8.160..ca.frg.nin.ydt.pro.csv,
EV089,Fleet13,2019,2019,05/01/20,05/31/21,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev089.fleet13.2019.orangeev.8.160..ca.frg.nin.ydt.pro.csv,
EV090,Fleet14,2019,2019,05/01/20,05/31/21,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev090.fleet14.2019.orangeev.8.160..ca.frg.nin.ydt.pro.csv,
EV091,Fleet14,2020,2020,05/01/20,05/31/21,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev091.fleet14.2020.orangeev.8.160..ca.frg.nin.ydt.pro.csv,
EV092,Fleet14,2019,2019,05/01/20,05/31/21,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev092.fleet14.2019.orangeev.8.160..ca.frg.nin.ydt.pro.csv,
EV093,Fleet15,2019,2020,02/18/20,07/23/21,Ottawa T2E Terminal Tractor,Kalmar,8,14600,,76,2.3,160,,80000,Lithium-ion,220,FALSE,68,,,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(VIR) Viriciti,vehicle.ev093.fleet15.2019.kalmar.8.220.68.ca.frg.nin.ydt.vir.csv,
EV094,Fleet16,2018,2018,05/25/18,06/30/21,,Proterra,8,,900000,200,,220,,,,440,TRUE,60,,Large,9,MN,Midwest,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(PRO) Proprietary,vehicle.ev094.fleet16.2018.proterra.8.440.60.mn.ptr.ptr.tra.pro.csv,vehicle.ev094.fleet016.2018.proterra.8.440.60.mn.ptr.ptr.tra.pro.csv
EV095,Fleet16,2018,2018,05/25/18,06/30/21,,Proterra,8,,900000,200,,220,,,,440,TRUE,60,,Large,9,MN,Midwest,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(PRO) Proprietary,vehicle.ev095.fleet16.2018.proterra.8.440.60.mn.ptr.ptr.tra.pro.csv,vehicle.ev095.fleet016.2018.proterra.8.440.60.mn.ptr.ptr.tra.pro.csv
EV096,Fleet16,2018,2018,05/25/18,06/30/21,,Proterra,8,,900000,200,,220,,,,440,TRUE,60,,Large,9,MN,Midwest,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(PRO) Proprietary,vehicle.ev096.fleet16.2018.proterra.8.440.60.mn.ptr.ptr.tra.pro.csv,vehicle.ev096.fleet016.2018.proterra.8.440.60.mn.ptr.ptr.tra.pro.csv
EV097,Fleet16,2018,2018,05/25/18,06/30/21,,Proterra,8,,900000,200,,220,,,,440,TRUE,60,,Large,9,MN,Midwest,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(PRO) Proprietary,vehicle.ev097.fleet16.2018.proterra.8.440.60.mn.ptr.ptr.tra.pro.csv,vehicle.ev097.fleet016.2018.proterra.8.440.60.mn.ptr.ptr.tra.pro.csv
EV098,Fleet16,2018,2018,05/25/18,06/30/21,,Proterra,8,,900000,200,,220,,,,440,TRUE,60,,Large,9,MN,Midwest,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(PRO) Proprietary,vehicle.ev098.fleet16.2018.proterra.8.440.60.mn.ptr.ptr.tra.pro.csv,vehicle.ev098.fleet016.2018.proterra.8.440.60.mn.ptr.ptr.tra.pro.csv
EV099,Fleet16,2018,2018,05/25/18,06/30/21,,Proterra,8,,900000,200,,220,,,,440,TRUE,60,,Large,9,MN,Midwest,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(PRO) Proprietary,vehicle.ev099.fleet16.2018.proterra.8.440.60.mn.ptr.ptr.tra.pro.csv,vehicle.ev099.fleet016.2018.proterra.8.440.60.mn.ptr.ptr.tra.pro.csv
EV100,Fleet16,2018,2018,05/25/18,06/30/21,,Proterra,8,,900000,200,,220,,,,440,TRUE,70,,Large,9,MN,Midwest,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(PRO) Proprietary,vehicle.ev100.fleet16.2018.proterra.8.440.70.mn.ptr.ptr.tra.pro.csv,vehicle.ev100.fleet016.2018.proterra.8.440.70.mn.ptr.ptr.tra.pro.csv
EV101,Fleet17,2020,2020,10/01/20,09/30/21,,Peterbilt,6,,,100,,,,,,148,FALSE,70,,Large,39,CA,West Coast,(BXT) Box Truck,(FAB) Food & Beverage ,"(FRE) Freight, Regional ",(MDT) Medium-Duty Truck,(PRV) Private,(VIR) ViriCiti,vehicle.ev101.fleet17.2020.peterbilt.6.148.70.ca.fab.fre.mdt.vir.csv,vehicle.ev101.fleet17.2020.peterbilt.6.148.70.ca.fab.fre.mdt.vir.csv
EV102,Fleet17,2020,2020,10/05/20,09/30/21,,Peterbilt,6,,,100,,,,,,148,FALSE,70,,Large,39,CA,West Coast,(BXT) Box Truck,(FAB) Food & Beverage ,"(FRE) Freight, Regional ",(MDT) Medium-Duty Truck,(PRV) Private,(VIR) ViriCiti,vehicle.ev102.fleet17.2020.peterbilt.6.148.70.ca.fab.fre.mdt.vir.csv,vehicle.ev102.fleet17.2020.peterbilt.6.148.70.ca.fab.fre.mdt.vir.csv
EV103,Fleet17,2020,2020,10/01/20,09/29/21,,Peterbilt,6,,,100,,,,,,148,FALSE,70,,Large,39,CA,West Coast,(BXT) Box Truck,(FAB) Food & Beverage ,"(FRE) Freight, Regional ",(MDT) Medium-Duty Truck,(PRV) Private,(VIR) ViriCiti,vehicle.ev103.fleet17.2020.peterbilt.6.148.70.ca.fab.fre.mdt.vir.csv,vehicle.ev103.fleet17.2020.peterbilt.6.148.70.ca.fab.fre.mdt.vir.csv
EV104,Fleet17,2020,2020,10/01/20,09/28/21,,Peterbilt,6,,,100,,,,,,148,FALSE,70,,Large,39,CA,West Coast,(BXT) Box Truck,(FAB) Food & Beverage ,"(FRE) Freight, Regional ",(MDT) Medium-Duty Truck,(PRV) Private,(VIR) ViriCiti,vehicle.ev104.fleet17.2020.peterbilt.6.148.70.ca.fab.fre.mdt.vir.csv,vehicle.ev104.fleet17.2020.peterbilt.6.148.70.ca.fab.fre.mdt.vir.csv
EV105,Fleet17,2020,2020,10/01/20,09/29/21,,Peterbilt,6,,,100,,,,,,148,FALSE,70,,Large,39,CA,West Coast,(BXT) Box Truck,(FAB) Food & Beverage ,"(FRE) Freight, Regional ",(MDT) Medium-Duty Truck,(PRV) Private,(VIR) ViriCiti,vehicle.ev105.fleet17.2020.peterbilt.6.148.70.ca.fab.fre.mdt.vir.csv,vehicle.ev105.fleet17.2020.peterbilt.6.148.70.ca.fab.fre.mdt.vir.csv
EV106,Fleet17,2020,2020,10/01/20,09/29/21,,Peterbilt,6,,,100,,,,,,148,FALSE,70,,Large,39,CA,West Coast,(BXT) Box Truck,(FAB) Food & Beverage ,"(FRE) Freight, Regional ",(MDT) Medium-Duty Truck,(PRV) Private,(VIR) ViriCiti,vehicle.ev106.fleet17.2020.peterbilt.6.148.70.ca.fab.fre.mdt.vir.csv,vehicle.ev106.fleet17.2020.peterbilt.6.148.70.ca.fab.fre.mdt.vir.csv
EV107,Fleet17,2020,2020,10/01/20,09/30/21,Q1M,BYD,8,,,,3.9,,,,Iron Phosphate,218,FALSE,100,,Large,39,CA,West Coast,(DCT) Day Cab Tractor,(FAB) Food & Beverage ,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(GEO) Geotab,vehicle.ev107.fleet17.2020.byd.8.218.100.ca.fab.nin.ydt.geo.csv,vehicle.ev107.fleet17.2020.byd.8.218.100.ca.fab.nin.ydt.geo.csv
EV108,Fleet17,2020,2020,10/01/20,09/30/21,Q1M,BYD,8,,,,3.9,,,,Iron Phosphate,218,FALSE,100,,Large,39,CA,West Coast,(DCT) Day Cab Tractor,(FAB) Food & Beverage ,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(GEO) Geotab,vehicle.ev108.fleet17.2020.byd.8.218.100.ca.fab.nin.ydt.geo.csv,vehicle.ev108.fleet17.2020.byd.8.218.100.ca.fab.nin.ydt.geo.csv
EV109,Fleet17,2020,2020,10/05/20,09/30/21,Q1M,BYD,8,,,,3.9,,,,Iron Phosphate,218,FALSE,100,,Large,39,CA,West Coast,(DCT) Day Cab Tractor,(FAB) Food & Beverage ,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(GEO) Geotab,vehicle.ev109.fleet17.2020.byd.8.218.100.ca.fab.nin.ydt.geo.csv,vehicle.ev109.fleet17.2020.byd.8.218.100.ca.fab.nin.ydt.geo.csv
EV110,Fleet18,2020,2020,01/01/20,12/31/20,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,80,FALSE,22,GB/T,Medium,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(LTL) Less-than-truckload,(PRO) Proprietary,vehicle.ev110.fleet18.2020.orangeev.8.80.22.ca.frg.nin.ydt.pro.csv,vehicle.ev110.fleet018.2020.orangeev.8.80.22.ca.frg.nin.ydt.pro.csv
EV111,Fleet18,2020,2020,01/01/20,12/31/20,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,22,GB/T,Medium,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(LTL) Less-than-truckload,(PRO) Proprietary,vehicle.ev111.fleet18.2020.orangeev.8.160.22.ca.frg.nin.ydt.pro.csv,vehicle.ev111.fleet018.2020.orangeev.8.160.22.ca.frg.nin.ydt.pro.csv
EV112,Fleet19,2020,2020,08/31/20,12/01/20,Ottawa T2E Terminal Tractor,Kalmar,8,,300000,,2.5,,,,,176,FALSE,10,,Medium,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(LTL) Less-than-truckload,(PRO) Proprietary,vehicle.ev112.fleet19.2020.kalmar.8.176.10.ca.frg.nin.ydt.pro.csv,vehicle.ev112.fleet019.2020.kalmar.8.176.10.ca.frg.nin.ydt.pro.csv
EV113,Fleet19,2020,2020,08/31/20,12/01/20,Ottawa T2E Terminal Tractor,Kalmar,8,,300000,,2.5,,,,,176,FALSE,10,,Medium,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(LTL) Less-than-truckload,(PRO) Proprietary,vehicle.ev113.fleet19.2020.kalmar.8.176.10.ca.frg.nin.ydt.pro.csv,vehicle.ev113.fleet019.2020.kalmar.8.176.10.ca.frg.nin.ydt.pro.csv
EV114,Fleet20,2021,2021,04/21/21,12/04/21,VNR,Volvo,7,,350000,150,1.76,340,5509,,,264,FALSE,150,CCS type 1,Large,,CA,West Coast,(BXT) Box Truck,(FRG) Freight,"(FRE) Freight, Regional ",(HDT) Heavy-Duty Truck,(LTL) Less-than-truckload,(GEO) Geotab,vehicle.ev114.fleet20.2021.volvo.7.264.150.ca.frg.fre.hdt.geo.csv,vehicle.ev114.fleet20.2021.volvo.7.264.150.ca.frg.fre.hdt.geo.csv
EV115,Fleet21,2021,2021,05/20/21,12/02/21,VNR,Volvo,8,,350000,120,2.2,340,5509,,,264,FALSE,150,CCS type 1,Large,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(FRE) Freight, Regional ",(HDT) Heavy-Duty Truck,(LTL) Less-than-truckload,(GEO) Geotab,vehicle.ev115.fleet21.2021.volvo.8.264.150.ca.frg.fre.hdt.geo.csv,vehicle.ev115.fleet21.2021.volvo.8.264.150.ca.frg.fre.hdt.geo.csv
EV116,Fleet21,2021,2021,05/27/21,12/02/21,VNR,Volvo,8,,350000,120,2.2,340,5509,,,264,FALSE,150,CCS type 1,Large,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(FRE) Freight, Regional ",(HDT) Heavy-Duty Truck,(LTL) Less-than-truckload,(GEO) Geotab,vehicle.ev116.fleet21.2021.volvo.8.264.150.ca.frg.fre.hdt.geo.csv,vehicle.ev116.fleet21.2021.volvo.8.264.150.ca.frg.fre.hdt.geo.csv
EV117,Fleet22,2021,2021,04/21/21,11/26/21,VNR,Volvo,8,,350000,120,2.2,340,5509,,,264,FALSE,150,CCS type 1,Large,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(FRE) Freight, Regional ",(HDT) Heavy-Duty Truck,(LTL) Less-than-truckload,(GEO) Geotab,vehicle.ev117.fleet22.2021.volvo.8.264.150.ca.frg.fre.hdt.geo.csv,vehicle.ev117.fleet22.2021.volvo.8.264.150.ca.frg.fre.hdt.geo.csv
EV118,Fleet22,2021,2021,04/21/21,12/05/21,VNR,Volvo,8,,350000,120,2.2,340,5509,,,264,FALSE,150,CCS type 1,Large,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(FRE) Freight, Regional ",(HDT) Heavy-Duty Truck,(LTL) Less-than-truckload,(GEO) Geotab,vehicle.ev118.fleet22.2021.volvo.8.264.150.ca.frg.fre.hdt.geo.csv,vehicle.ev118.fleet22.2021.volvo.8.264.150.ca.frg.fre.hdt.geo.csv
EV119,Fleet23,2021,2021,04/21/22,12/03/21,VNR,Volvo,7,,350000,150,1.76,340,5509,,,264,FALSE,150,CCS type 1,Large,,CA,West Coast,(BXT) Box Truck,(FRG) Freight,"(FRE) Freight, Regional ",(HDT) Heavy-Duty Truck,(LTL) Less-than-truckload,(GEO) Geotab,vehicle.ev119.fleet23.2021.volvo.7.264.150.ca.frg.fre.hdt.geo.csv,vehicle.ev119.fleet23.2021.volvo.7.264.150.ca.frg.fre.hdt.geo.csv
EV120,Fleet24,2021,2021,05/19/21,11/20/21,VNR,Volvo,8,,350000,120,2.2,340,5509,,,264,FALSE,150,CCS type 1,Large,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(FRE) Freight, Regional ",(HDT) Heavy-Duty Truck,(LTL) Less-than-truckload,(GEO) Geotab,vehicle.ev120.fleet24.2021.volvo.8.264.150.ca.frg.fre.hdt.geo.csv,vehicle.ev120.fleet24.2021.volvo.8.264.150.ca.frg.fre.hdt.geo.csv
